account_id,feature_name,times_used,first_used_date,last_used_date
ACC-104537,webhooks,52,2025-06-25,2025-07-26
ACC-104537,billing_portal,29,01/03/2025,23/04/2026
ACC-104537,bulk_import,137,30-Apr-2025,2026-04-11
ACC-105027,dashboard,47,2025-01-09,21/09/2025
ACC-105027,api_access,22,2026-04-15,17-May-2026
ACC-105027,integrations_salesforce,6,2026-05-07,2026-05-12
ACC-105027,team_permissions,8,31-Dec-2025,2026-01-14
ACC-105027,workflow_automation,13,2026-04-27,10-May-2026
ACC-105027,advanced_analytics,38,2025-01-24,
ACC-105027,bulk_import,6,19-Oct-2025,10/19/2025
ACC-105027,custom_branding,25,2025-04-14,2026-02-13
ACC-105944,api_access,12,2026-01-02,03/23/2026
ACC-105944,integrations_slack,37,2024-05-11,2025-06-23
ACC-105944,custom_reports,37,30-May-2023,2026-01-01
ACC-105944,sso_login,5,2026-05-11,2026-05-31
ACC-105944,workflow_automation,81,04/06/2026,2026-04-14
ACC-105944,data_export,16,2023-10-24,08/02/2025
ACC-105944,audit_logs,105,01/03/2026,07-Mar-2026
ACC-105944,in_app_chat_support,40,04/29/2025,04/21/2026
ACC-105944,advanced_analytics,141,2025-12-12,
ACC-105944,bulk_import,24,2024-09-26,30-Dec-2024
ACC-104961,sso_login,58,2024-11-06,2024-11-08
ACC-104961,data_export,31,07/25/2024,11/04/2024
ACC-104961,webhooks,8,05/09/2024,2024-10-15
ACC-104961,advanced_analytics,10,2023-03-16,2024-05-30
ACC-104961,custom_branding,19,20/07/2023,02/03/2024
ACC-103116,integrations_slack,2,2023/07/23,2023-08-06
ACC-103116,integrations_salesforce,43,2023-06-10,2023-07-16
ACC-103116,custom_reports,10,2023-08-07,08/07/2023
ACC-103116,webhooks,53,2023-07-13,2023-07-28
ACC-103116,in_app_chat_support,5,06/12/2023,2023-07-27
ACC-101410,integrations_slack,23,2025-03-11,2025-09-13
ACC-101410,custom_reports,120,2024-11-20,2025-03-07
ACC-101410,team_permissions,11,2025-01-10,07/02/2025
ACC-101410,billing_portal,49,02/08/2025,2025-03-02
ACC-101410,in_app_chat_support,32,2025/04/14,2025-04-25
ACC-101410,custom_branding,25,2025-10-18,10/24/2025
ACC-101410,sandbox_environment,69,2025-03-19,10/18/2025
ACC-104401,integrations_salesforce,8,2023-08-05,01/17/2024
ACC-104401,team_permissions,13,2024-01-24,28-Jun-2024
ACC-104401,sso_login,31,01/28/2026,2026-01-29
ACC-104401,data_export,9,08/18/2023,05/12/2025
ACC-104401,custom_branding,38,2023-06-24,24/12/2024
ACC-104401,sandbox_environment,26,2023-12-05,2025-01-29
ACC-103135,custom_reports,23,2023-09-15,2023-09-23
ACC-103135,data_export,84,2026-04-04,11/05/2026
ACC-103135,audit_logs,104,04/09/2025,
ACC-103135,sandbox_environment,37,05/04/2025,2025-06-29
ACC-102375,integrations_slack,6,2025-10-17,2026-04-06
ACC-102375,integrations_salesforce,41,2026-04-02,2026-05-24
ACC-102375,custom_reports,37,2026-06-01,02-Jun-2026
ACC-102375,team_permissions,22,20/06/2025,2026-02-15
ACC-102375,data_export,33,2025-05-24,2025-12-02
ACC-102375,webhooks,39,02/05/2025,07/25/2025
ACC-102375,billing_portal,9,2025-07-04,2026-01-10
ACC-102375,sandbox_environment,19,12/06/2025,15/01/2026
ACC-103319,dashboard,28,2024-11-23,05/04/2026
ACC-103319,api_access,41,2024-07-29,2026-05-02
ACC-103319,integrations_slack,26,03/21/2024,2025-04-15
ACC-103319,data_export,22,28-Dec-2025,05/05/2026
ACC-103319,audit_logs,25,2024-07-30,2026-05-01
ACC-103319,in_app_chat_support,85,24/02/2024,2025-02-25
ACC-103319,advanced_analytics,5,2026-01-12,2026-04-03
ACC-103319,custom_branding,25,2025-09-07,2025-11-27
ACC-103319,sandbox_environment,22,2024-04-28,2025-03-12
ACC-102259,api_access,61,2025-03-21,02/28/2026
ACC-102259,integrations_slack,9,2025-03-29,01/29/2026
ACC-102259,workflow_automation,36,2026-03-09,2026-03-22
ACC-102259,audit_logs,86,2025-11-28,02/15/2026
ACC-100192,webhooks,5,2024-08-29,02-Nov-2024
ACC-100192,advanced_analytics,22,03/11/2026,
ACC-101941,api_access,7,31-Aug-2025,2026-02-23
ACC-101941,sso_login,11,12/21/2024,2025-01-10
ACC-101941,audit_logs,28,2025-03-28,2025-09-21
ACC-101941,billing_portal,5,05/30/2026,05/31/2026
ACC-101941,advanced_analytics,40,2024-12-15,01/28/2026
ACC-101941,custom_branding,28,01/05/2026,2026-05-13
ACC-101941,sandbox_environment,63,2025-03-27,16/05/2025
ACC-101126,api_access,19,2025-07-13,10-Aug-2025
ACC-101126,integrations_slack,58,01/01/2026,08/01/2026
ACC-101126,integrations_salesforce,211,14/12/2024,2026-04-01
ACC-101126,custom_reports,25,2025-02-01,04/24/2026
ACC-101126,workflow_automation,20,14/10/2024,2024-10-14
ACC-101126,data_export,49,23-Oct-2024,26-Feb-2025
ACC-101126,audit_logs,22,04/17/2026,2026-05-03
ACC-101126,billing_portal,107,05/18/2024,21/12/2024
ACC-101126,in_app_chat_support,40,03/15/2026,2026-04-02
ACC-101126,bulk_import,5,2026-01-02,2026-03-21
ACC-101126,custom_branding,2,2025-08-19,07/03/2026
ACC-101126,sandbox_environment,48,03/02/2026,
ACC-101921,integrations_slack,1,02/13/2023,2024-05-12
ACC-101921,webhooks,1,2025-02-13,2025-02-21
ACC-101921,billing_portal,126,2025-06-07,2025/07/18
ACC-101921,custom_branding,73,2026-05-18,06/01/2026
ACC-103734,dashboard,39,09/29/2025,18-Oct-2025
ACC-103734,integrations_slack,24,2025-11-21,2025-11-29
ACC-103734,integrations_salesforce,14,2025-10-01,2025-10-03
ACC-103734,sso_login,17,2025-09-21,2025-11-25
ACC-103734,mobile_app,74,2025-09-11,2025-11-17
ACC-103734,webhooks,90,28-Oct-2025,2025/11/03
ACC-103734,advanced_analytics,33,2025-11-10,18-Nov-2025
ACC-104081,integrations_slack,23,28-Jun-2025,07/14/2025
ACC-104081,advanced_analytics,190,2025-08-13,15/09/2025
ACC-104081,custom_branding,2,12/16/2024,2025-09-15
ACC-104081,sandbox_environment,4,15-Jun-2025,2025-06-21
ACC-102763,integrations_slack,30,2026-03-24,2026-05-05
ACC-102763,integrations_salesforce,26,05-Nov-2025,2026-04-17
ACC-102763,team_permissions,42,05/12/2024,2026-02-12
ACC-102763,data_export,44,26/05/2026,2026-05-26
ACC-102763,mobile_app,68,2026-04-13,04/21/2026
ACC-100304,workflow_automation,21,2025-04-02,2025-12-10
ACC-100304,audit_logs,43,09/10/2024,2025-05-13
ACC-100304,webhooks,3,2026-05-03,2026-05-16
ACC-102177,api_access,25,03/19/2023,2023-10-09
ACC-102177,custom_reports,27,2023/08/14,20-Feb-2024
ACC-102177,team_permissions,69,2024-05-04,2024-05-07
ACC-102177,workflow_automation,15,2023-09-27,01/04/2024
ACC-102177,audit_logs,10,18/01/2024,2024-04-08
ACC-102177,webhooks,37,2023-06-04,2023-07-31
ACC-102177,billing_portal,20,2023-07-07,2023-12-18
ACC-102177,in_app_chat_support,19,2023-08-08,04/07/2024
ACC-102177,bulk_import,34,2024-04-07,2024-04-25
ACC-102177,custom_branding,83,01/14/2024,2024-02-16
ACC-102177,sandbox_environment,28,2023-10-23,02/09/2024
ACC-101292,api_access,18,2025-07-27,2025-08-18
ACC-101292,custom_reports,21,2025-03-22,2026-02-02
ACC-101292,team_permissions,11,2025-02-19,2025/08/07
ACC-101292,audit_logs,47,2026-04-12,
ACC-101292,webhooks,82,2025-02-06,11/03/2025
ACC-101292,custom_branding,31,22-Oct-2025,2025-11-13
ACC-100070,integrations_slack,79,2025-09-06,2025-09-06
ACC-100070,sso_login,42,03-Apr-2023,2023/09/30
ACC-100070,audit_logs,56,2024-07-29,01/25/2025
ACC-104173,data_export,92,2023-01-03,21/01/2023
ACC-104173,mobile_app,149,2022-12-22,08-Jan-2023
ACC-104173,audit_logs,55,2023-01-05,15/01/2023
ACC-104173,advanced_analytics,81,2022-11-21,2023/01/14
ACC-104173,sandbox_environment,3,2022-10-14,2023-01-09
ACC-101305,dashboard,18,2023-01-25,2023-01-25
ACC-101305,integrations_salesforce,250,2023/01/02,04/01/2023
ACC-101305,custom_reports,18,2023-01-09,22-Jan-2023
ACC-101305,team_permissions,20,12/26/2022,01/11/2023
ACC-101305,data_export,215,2023-01-06,20-Jan-2023
ACC-101305,mobile_app,10,01/13/2023,2023-01-20
ACC-101305,audit_logs,23,2022-12-29,2023/01/03
ACC-101305,webhooks,9,01/23/2023,01/24/2023
ACC-101305,billing_portal,50,2022-12-25,12/31/2022
ACC-101305,bulk_import,10,01/10/2023,01/10/2023
ACC-102859,team_permissions,44,2022-02-25,05/20/2026
ACC-102859,workflow_automation,82,08/08/2024,12/02/2024
ACC-102859,mobile_app,5,2025-01-07,03/31/2025
ACC-102859,audit_logs,36,27/08/2022,2025-10-25
ACC-102859,advanced_analytics,20,18-Nov-2022,
ACC-102859,bulk_import,15,2024-02-20,2025-10-21
ACC-102859,custom_branding,69,01-Dec-2023,24/05/2025
ACC-102859,sandbox_environment,24,2023-06-01,24/05/2025
ACC-103288,api_access,30,2026-03-04,2026-04-23
ACC-103288,team_permissions,22,13-Mar-2026,05/19/2026
ACC-103288,mobile_app,67,12/29/2025,2026-04-28
ACC-103288,webhooks,22,2026-05-11,28-May-2026
ACC-103288,billing_portal,287,2025/09/05,2025-09-24
ACC-103288,advanced_analytics,28,2026-01-13,2026-03-24
ACC-103288,bulk_import,19,2026-03-17,05/31/2026
ACC-103288,custom_branding,109,04/13/2026,2026-04-18
ACC-105816,bulk_import,9,2023-04-25,2023-07-17
ACC-105816,sandbox_environment,51,2023-06-18,2023-08-15
ACC-105098,dashboard,34,03/30/2024,2024-05-16
ACC-105098,mobile_app,40,21/04/2024,2024-04-29
ACC-105098,audit_logs,28,2024-03-09,2024-03-25
ACC-105098,advanced_analytics,6,2024/04/03,05/01/2024
ACC-105098,custom_branding,65,2024/03/11,2024-05-20
ACC-101340,api_access,89,2025-08-06,21-Mar-2026
ACC-101340,integrations_slack,24,2023-11-27,02-Nov-2024
ACC-101340,custom_reports,5,2025-02-15,16/12/2025
ACC-101340,workflow_automation,43,2024-12-27,11/01/2025
ACC-101340,mobile_app,10,12/10/2024,2025-12-08
ACC-101340,billing_portal,26,2024-03-16,2026-02-27
ACC-101340,in_app_chat_support,28,2025-07-22,09/26/2025
ACC-101340,advanced_analytics,40,2025/09/19,2025-11-10
ACC-101340,sandbox_environment,68,06-Oct-2025,02/01/2026
ACC-100831,webhooks,3,30-Mar-2025,2025-07-27
ACC-100831,billing_portal,31,2025-03-15,04/28/2025
ACC-100831,in_app_chat_support,21,22-Jun-2025,2025-06-30
ACC-100831,sandbox_environment,37,2025-07-11,07/21/2025
ACC-102264,api_access,6,03-Jul-2023,23/05/2024
ACC-102264,integrations_slack,229,28/06/2024,2024-11-29
ACC-102264,sso_login,183,12/20/2023,01/03/2024
ACC-102264,workflow_automation,36,2023-06-01,30-Apr-2024
ACC-102264,mobile_app,17,2023-11-14,01/05/2025
ACC-102264,audit_logs,73,2023-10-06,20-May-2024
ACC-102264,in_app_chat_support,111,2024-05-07,06/21/2024
ACC-102264,advanced_analytics,47,11-Jan-2024,2025/03/02
ACC-102264,bulk_import,8,2024-09-20,16-Feb-2025
ACC-102264,sandbox_environment,10,2023-11-02,2024-07-22
ACC-101456,dashboard,69,2025-09-12,2026-04-24
ACC-101456,integrations_salesforce,46,2025-03-07,2026-02-27
ACC-101456,custom_reports,17,04/07/2026,04/22/2026
ACC-101456,data_export,31,2025-06-26,2026-04-13
ACC-101456,mobile_app,37,10/18/2024,07-Nov-2024
ACC-101456,webhooks,88,06/17/2025,2025/09/05
ACC-101456,billing_portal,77,2024-10-16,
ACC-101456,in_app_chat_support,264,2025-11-20,01/13/2026
ACC-101456,sandbox_environment,9,2025-05-12,11-Nov-2025
ACC-102689,integrations_salesforce,51,2025-08-22,2026-04-21
ACC-102689,team_permissions,7,20/02/2025,14/09/2025
ACC-102689,data_export,24,2025-06-30,07/13/2025
ACC-102689,webhooks,73,21/09/2025,21/09/2025
ACC-102689,bulk_import,23,03-Apr-2026,2026-05-01
ACC-102689,sandbox_environment,8,11/13/2022,2023-06-30
ACC-103339,api_access,22,2023-10-19,2026-01-05
ACC-103339,integrations_salesforce,43,2022-10-16,2023-01-03
ACC-103339,team_permissions,6,2024-07-23,2025-09-28
ACC-103339,sso_login,125,2022-12-18,
ACC-103339,workflow_automation,67,2025-04-14,2026-04-12
ACC-103339,data_export,30,2023-08-15,2024-02-02
ACC-103339,mobile_app,58,2022-06-25,02/20/2024
ACC-103339,audit_logs,8,27-Jan-2026,2026-04-29
ACC-103339,webhooks,30,2024-02-27,28/09/2025
ACC-103339,advanced_analytics,46,2023-10-05,2025-10-13
ACC-103339,custom_branding,32,03/04/2023,2026-01-13
ACC-100238,integrations_slack,11,02/22/2026,27-May-2026
ACC-100238,integrations_salesforce,69,05/21/2023,03/19/2025
ACC-100238,sso_login,44,08/10/2023,06/11/2024
ACC-100238,workflow_automation,7,2024-03-26,
ACC-100238,mobile_app,61,2024-11-14,2025-10-31
ACC-100238,webhooks,39,2025-11-08,12/11/2025
ACC-100238,in_app_chat_support,5,11-Feb-2026,01-Apr-2026
ACC-100238,advanced_analytics,29,2024-06-08,02-Jan-2025
ACC-100238,sandbox_environment,31,2024-11-17,2026-03-14
ACC-100092,api_access,8,29-Jul-2023,12/16/2023
ACC-100092,team_permissions,32,2023/11/04,2023-12-14
ACC-100092,sso_login,27,12/10/2023,2023-11-11
ACC-100092,audit_logs,42,11/16/2023,2023-12-18
ACC-100092,webhooks,25,2023-09-04,06-Feb-2024
ACC-100092,in_app_chat_support,17,2023-08-28,11/06/2023
ACC-100092,custom_branding,75,12/21/2023,2024-01-26
ACC-102263,api_access,14,2022-11-24,2023-06-21
ACC-102263,integrations_slack,29,2025-06-05,2025-07-14
ACC-102263,custom_reports,76,2025-05-04,2025/07/06
ACC-102263,sso_login,4,2024-03-03,07/19/2024
ACC-102263,data_export,18,24-Aug-2024,14-Oct-2024
ACC-102263,in_app_chat_support,41,2025-02-07,05/10/2025
ACC-102263,advanced_analytics,14,2023/05/04,06/04/2024
ACC-104129,integrations_salesforce,37,2024-11-27,18-Sep-2025
ACC-104129,data_export,44,2025/11/16,2026-01-28
ACC-104129,sandbox_environment,4,2025-05-23,06/16/2025
ACC-103164,integrations_slack,28,2025-11-18,2025-12-13
ACC-103164,integrations_salesforce,8,08/11/2024,2025-04-29
ACC-103164,sso_login,26,05/22/2025,2026-03-11
ACC-103164,in_app_chat_support,32,02/05/2026,28/03/2026
ACC-103164,advanced_analytics,16,15/02/2026,2026-03-12
ACC-103164,sandbox_environment,12,01/11/2026,05/14/2026
ACC-105446,dashboard,4,2025-07-29,02/14/2026
ACC-105446,api_access,24,15/05/2025,08/30/2025
ACC-105446,integrations_slack,8,2025-02-20,28/11/2025
ACC-105446,sso_login,138,2025-12-28,2026-01-09
ACC-105446,workflow_automation,23,2026-02-13,2026-02-15
ACC-105446,data_export,39,2025-02-04,04/05/2025
ACC-105446,mobile_app,97,2025-09-07,2026-01-19
ACC-105446,audit_logs,92,2025/06/15,2025-10-19
ACC-105446,advanced_analytics,11,2024-11-01,2025-11-20
ACC-105446,custom_branding,65,2025-05-23,01/30/2026
ACC-102677,custom_reports,92,2023/07/09,2024-05-30
ACC-102677,team_permissions,16,12/03/2023,2024-07-25
ACC-102677,in_app_chat_support,23,06/03/2023,2024/04/16
ACC-101963,dashboard,23,10/28/2025,2026-01-05
ACC-101963,integrations_slack,26,29-Sep-2024,03/31/2025
ACC-101963,integrations_salesforce,7,02/08/2025,2025/08/06
ACC-101963,sso_login,129,2025-03-22,2026-05-24
ACC-101963,data_export,98,01/04/2026,2026-05-21
ACC-101963,mobile_app,11,19/08/2025,2025-10-23
ACC-101963,webhooks,7,29/10/2024,01-Jul-2025
ACC-101963,billing_portal,2,2024-11-20,
ACC-101963,in_app_chat_support,30,02/09/2026,2026-04-22
ACC-101963,advanced_analytics,63,2024/04/29,11-Jan-2026
ACC-101963,bulk_import,23,2026-01-08,2026-01-28
ACC-101963,sandbox_environment,23,2024-05-05,2025-04-06
ACC-103541,api_access,4,12/04/2025,19/02/2026
ACC-103541,integrations_salesforce,70,2026-04-09,29-Apr-2026
ACC-103541,workflow_automation,402,2024-12-29,04/12/2025
ACC-103541,webhooks,32,2025-05-25,07/13/2025
ACC-103541,advanced_analytics,21,2026-03-26,
ACC-101001,dashboard,49,12/11/2023,2025-11-23
ACC-101001,api_access,105,2023-04-06,04/12/2023
ACC-101001,integrations_salesforce,11,2024-09-11,2025-03-03
ACC-101001,custom_reports,15,2024-06-12,2024-12-04
ACC-101001,sso_login,75,2023-01-16,2023-06-26
ACC-101001,data_export,36,25/03/2024,2024/10/28
ACC-101001,mobile_app,25,10/19/2025,2026-04-04
ACC-101001,audit_logs,32,10/18/2023,11/26/2025
ACC-101001,advanced_analytics,47,2022-12-17,21/07/2025
ACC-101001,custom_branding,100,01/16/2026,2026-03-28
ACC-102389,integrations_slack,60,2023-10-06,01-Oct-2024
ACC-102389,team_permissions,2,2024-04-19,2025-12-02
ACC-102389,workflow_automation,14,2025-04-21,2026-04-02
ACC-102389,in_app_chat_support,87,15-Mar-2026,2026-04-05
ACC-102389,bulk_import,56,20-Mar-2025,2025-10-17
ACC-102389,sandbox_environment,62,20/02/2025,2026-05-03
ACC-104764,team_permissions,7,2022-08-29,2022-09-10
ACC-104764,workflow_automation,3,10/12/2022,2022-10-12
ACC-104764,audit_logs,16,09/09/2022,09/20/2022
ACC-104764,bulk_import,12,07/26/2022,2022-10-08
ACC-104764,sandbox_environment,6,2022-09-05,2022-09-22
ACC-102344,custom_reports,27,14/12/2022,2023-01-02
ACC-102344,sso_login,42,11/12/2022,2022-12-14
ACC-102344,data_export,27,2022/12/08,14-Feb-2023
ACC-102344,in_app_chat_support,13,2022-11-15,2023-01-10
ACC-102344,advanced_analytics,47,2022-11-18,2023-01-23
ACC-102344,bulk_import,13,17-Jan-2023,02/03/2023
ACC-104053,integrations_slack,17,12/30/2024,30/12/2024
ACC-104053,custom_reports,46,2024-10-16,2024-11-28
ACC-104053,mobile_app,25,2023/12/11,19-Dec-2023
ACC-104053,advanced_analytics,23,2024/09/15,2024/11/19
ACC-101504,integrations_slack,9,2024-02-20,08/21/2025
ACC-101504,custom_reports,2,03/29/2024,28/11/2024
ACC-101504,team_permissions,21,2023-03-16,2025-12-25
ACC-101504,workflow_automation,42,04/15/2026,2026-04-21
ACC-101504,audit_logs,55,2024-12-09,2025/09/21
ACC-101504,in_app_chat_support,139,2022-09-26,27-Jun-2024
ACC-101504,custom_branding,49,15/02/2023,2024-10-26
ACC-101504,sandbox_environment,36,2025-06-17,2025-08-29
ACC-100957,api_access,24,2026-04-16,2026-05-18
ACC-100957,custom_reports,17,01-Dec-2024,2025-05-18
ACC-100957,team_permissions,66,2026/03/30,2026-05-27
ACC-100957,workflow_automation,23,2025-06-01,04/14/2026
ACC-100957,audit_logs,15,2024-08-13,2026-03-24
ACC-100957,billing_portal,44,2024-10-27,2025-09-29
ACC-100957,in_app_chat_support,116,10/11/2025,2025-12-19
ACC-100957,custom_branding,16,2024-09-18,28/10/2025
ACC-100957,sandbox_environment,82,2024-07-12,2025-05-02
ACC-105568,api_access,38,2026-05-21,2026-05-26
ACC-105568,custom_branding,19,2025-06-21,02-Mar-2026
ACC-105568,sandbox_environment,65,25-Mar-2025,2025-04-01
ACC-104244,dashboard,61,02/01/2025,2025-09-11
ACC-104244,integrations_slack,21,14-Nov-2024,29/04/2026
ACC-104244,integrations_salesforce,41,2024-10-28,01/10/2026
ACC-104244,custom_reports,17,03/31/2025,06-Jan-2026
ACC-104244,workflow_automation,5,26/12/2025,2026-02-11
ACC-104244,webhooks,9,27-Aug-2025,2025-09-29
ACC-104244,sandbox_environment,37,2025-03-27,2025-06-05
ACC-104769,dashboard,55,04/24/2026,2026-05-20
ACC-104769,integrations_slack,17,16-Sep-2025,14-Feb-2026
ACC-104769,custom_reports,18,2026-01-13,2026-01-31
ACC-104769,sso_login,20,2025-08-29,11/05/2025
ACC-104769,data_export,148,2025/10/30,2026-04-06
ACC-104769,mobile_app,8,2025-10-23,2026-03-03
ACC-104769,in_app_chat_support,550,2025-11-12,05/05/2026
ACC-104769,advanced_analytics,66,2026-05-03,2026-05-18
ACC-104769,custom_branding,54,04/15/2026,31-May-2026
ACC-101532,team_permissions,26,09/09/2025,16/12/2025
ACC-101532,sso_login,34,2025-12-15,2026-01-17
ACC-101532,data_export,4,2024-06-03,01/05/2026
ACC-101532,bulk_import,26,02/04/2025,19-Apr-2026
ACC-101532,custom_branding,28,2022-11-12,2023/03/19
ACC-103398,dashboard,10,01/01/2025,23/04/2026
ACC-103398,team_permissions,49,2025-05-20,2025-05-27
ACC-103398,sso_login,30,2025-12-06,2025-12-27
ACC-103398,workflow_automation,12,2026/02/19,02-Mar-2026
ACC-103398,data_export,9,05/16/2025,08/14/2025
ACC-103398,audit_logs,49,29/04/2026,05/05/2026
ACC-103398,advanced_analytics,27,24-Mar-2026,26-Apr-2026
ACC-103398,sandbox_environment,100,09/02/2025,18-Jan-2026
ACC-104829,api_access,2,2024-08-24,2025-02-12
ACC-104829,workflow_automation,9,06-Jun-2025,2025-07-27
ACC-104829,data_export,29,27-Apr-2025,06/22/2025
ACC-104829,mobile_app,14,2025-07-23,2025-08-15
ACC-104829,advanced_analytics,17,2024-10-08,13-Nov-2024
ACC-100411,dashboard,27,06-Apr-2025,2025-05-01
ACC-100411,integrations_salesforce,76,2024-12-16,26-Apr-2025
ACC-100411,custom_reports,7,2025-02-22,2025-04-26
ACC-100411,team_permissions,95,2025-04-07,
ACC-100411,webhooks,34,03/25/2025,2025-05-21
ACC-100411,billing_portal,11,2024-07-20,2025/02/03
ACC-100411,bulk_import,21,07-May-2024,2024-09-23
ACC-100411,custom_branding,103,2025-05-18,2025-05-19
ACC-100411,sandbox_environment,7,2025-03-05,25-May-2025
ACC-101405,data_export,27,03/27/2026,02-Apr-2026
ACC-101405,mobile_app,12,2026-01-29,16-Mar-2026
ACC-101405,sandbox_environment,15,2025-03-29,11/15/2025
ACC-102680,mobile_app,15,2023-07-05,18/01/2024
ACC-102680,webhooks,70,2023-09-28,2024-02-24
ACC-102680,bulk_import,38,02-Dec-2023,02/24/2024
ACC-102680,sandbox_environment,45,08/10/2023,2023-12-11
ACC-105842,api_access,17,08/22/2023,2025-06-26
ACC-105842,custom_reports,23,2023-06-23,2026-03-23
ACC-105842,data_export,3,29-Aug-2025,2025-09-18
ACC-105842,audit_logs,52,04/18/2023,2024-01-16
ACC-105842,bulk_import,10,06/10/2024,2024-07-30
ACC-102937,integrations_salesforce,36,2023-02-12,07/13/2023
ACC-102937,team_permissions,39,04/16/2023,2023-07-02
ACC-102937,billing_portal,9,2023/05/31,22-Jul-2023
ACC-102937,bulk_import,44,12/06/2023,07/16/2023
ACC-103904,dashboard,131,01/06/2025,2025/08/28
ACC-103904,api_access,15,2026-04-18,2026-05-18
ACC-103904,integrations_slack,24,2024-02-17,12/22/2025
ACC-103904,team_permissions,11,21-Nov-2025,2026-01-17
ACC-103904,sso_login,131,2024-09-27,2024-11-10
ACC-103904,data_export,27,2024-06-22,18-Nov-2025
ACC-103904,mobile_app,266,22-Sep-2024,12-Jun-2025
ACC-103904,audit_logs,50,2024-07-30,04/11/2026
ACC-103904,in_app_chat_support,32,2025-11-28,2026-04-07
ACC-103904,advanced_analytics,41,2024-07-14,2025-06-25
ACC-103904,custom_branding,134,03/01/2025,05/10/2026
ACC-103413,api_access,14,01/01/2024,2025-08-29
ACC-103413,team_permissions,19,2024-04-19,2025-01-30
ACC-103413,audit_logs,12,2025-09-19,2026/04/13
ACC-103413,webhooks,86,2024-08-15,08/10/2024
ACC-103413,bulk_import,6,2025-01-19,2026-01-22
ACC-103413,custom_branding,9,09/14/2024,2025-11-30
ACC-103413,sandbox_environment,26,23-May-2026,2026-05-29
ACC-105360,dashboard,20,2024-11-28,17-Jan-2026
ACC-105360,custom_reports,11,2025-05-24,2025-07-08
ACC-105360,team_permissions,9,2026/04/15,2026-05-14
ACC-105360,mobile_app,3,2025-05-16,2025-10-13
ACC-105360,webhooks,16,08/20/2024,2024-10-26
ACC-105360,billing_portal,39,16/08/2025,15/09/2025
ACC-105360,bulk_import,54,2026-03-25,28/04/2026
ACC-105360,sandbox_environment,28,2026-02-23,2026-04-25
ACC-102145,api_access,48,2025-03-09,2025-03-11
ACC-102145,integrations_salesforce,28,2025/01/07,19-Jan-2025
ACC-102145,team_permissions,55,2025-03-04,21/03/2025
ACC-102145,audit_logs,8,03/24/2025,2025-03-31
ACC-102145,billing_portal,9,2025/01/13,03/29/2025
ACC-102145,bulk_import,14,02/06/2025,2025-03-18
ACC-102145,custom_branding,19,2025-01-20,2025/02/17
ACC-101034,dashboard,17,2026-03-12,2026-05-20
ACC-101034,api_access,164,2026/01/06,2026-04-08
ACC-101034,integrations_slack,39,02/11/2025,29-Apr-2026
ACC-101034,billing_portal,55,2024-03-12,2024/12/26
ACC-101034,in_app_chat_support,57,2024-08-20,2024-09-19
ACC-101034,custom_branding,156,2024-08-27,30/08/2024
ACC-101034,sandbox_environment,40,2026-05-16,2026-05-28
ACC-102801,dashboard,10,2023-06-16,10/08/2023
ACC-102801,integrations_slack,16,10/05/2023,10/13/2024
ACC-102801,integrations_salesforce,25,2025-04-01,2025-05-08
ACC-102801,custom_reports,111,2024-07-29,2025-11-25
ACC-102801,team_permissions,41,12/03/2025,01/15/2026
ACC-102801,data_export,29,2024-12-04,2026-02-24
ACC-102801,mobile_app,21,2026-03-07,2026-05-20
ACC-102801,audit_logs,5,2025-11-19,2026-03-11
ACC-102801,webhooks,28,07/11/2025,2026-03-01
ACC-102801,billing_portal,37,2023-01-30,05/01/2025
ACC-102801,bulk_import,9,2023-08-21,2024-02-07
ACC-102801,sandbox_environment,43,2023-09-05,04/24/2024
ACC-102715,integrations_slack,21,27/10/2023,13-Jan-2024
ACC-102715,data_export,193,09/02/2024,2024-06-15
ACC-102715,mobile_app,14,03/14/2024,05/23/2024
ACC-102715,advanced_analytics,18,2023-12-13,15/03/2024
ACC-102087,custom_reports,25,2023/08/28,03/21/2025
ACC-102087,team_permissions,25,2025-05-07,2025-08-28
ACC-102087,mobile_app,10,03/15/2024,2024-09-25
ACC-102087,audit_logs,10,03/25/2024,2025-04-07
ACC-102087,webhooks,15,03/15/2024,06/09/2024
ACC-102087,in_app_chat_support,4,2023-02-19,2024-11-22
ACC-102087,bulk_import,55,2024-08-27,07/04/2025
ACC-102087,custom_branding,26,02/22/2025,2025-07-01
ACC-100931,integrations_slack,48,11/20/2024,2025-02-25
ACC-100931,workflow_automation,18,14/11/2024,2025-11-04
ACC-100931,data_export,30,31/07/2025,12-Dec-2025
ACC-100931,mobile_app,36,2025-06-24,22/01/2026
ACC-100931,in_app_chat_support,38,08-Nov-2024,28/07/2025
ACC-100931,custom_branding,10,2024-10-02,2025-07-09
ACC-105551,dashboard,33,2025-01-28,02/27/2025
ACC-105551,custom_reports,17,2024-05-14,03/21/2025
ACC-105551,sso_login,26,2025-03-18,2025-03-18
ACC-105551,workflow_automation,24,2024-01-01,14-Mar-2025
ACC-105551,mobile_app,65,2024-04-08,11/17/2024
ACC-103426,dashboard,14,10/23/2024,2026-03-31
ACC-103426,integrations_slack,15,2025-05-05,2026-03-08
ACC-103426,custom_reports,85,2024/04/02,2024-10-17
ACC-103426,team_permissions,56,09-Mar-2026,2026-04-10
ACC-103426,mobile_app,8,11/07/2024,2026-02-16
ACC-103426,webhooks,36,2025-02-01,2025/10/23
