subscription_id,account_id,plan_tier,seats,mrr,currency,discount_pct,billing_cycle,payment_method,start_date,end_date
SUB-000815,ACC-105203,Business,2,634.74,USD,0,Annual,Credit Card,2025-01-26,2025-04-26
SUB-000816,ACC-105203,Starter,2,63,USD,0,Monthly,Credit Card,2025-04-26,2026-02-10
SUB-000817,ACC-100530,Starter,1,€ 48,EUR,0,Monthly,Invoice,2023-05-20,20/08/2025
SUB-000818,ACC-105870,Starter,2,$ 55,USD,0,Monthly,,08/03/2023,2025-09-03
SUB-000819,ACC-101477,Starter,2,63.70,USD,0,Monthly,Credit Card,12/15/2024,13-Mar-2025
SUB-000820,ACC-101477,Pro,1,228.79,USD,0,Annual,Credit Card,2025-03-13,
SUB-000821,ACC-105640,Pro,2,229.62,USD,0,Monthly,Credit Card,2023/12/18,2026-01-18
SUB-000822,ACC-105119,Business,3,853.88,USD,0,Monthly,ACH,2024-07-16,2025-03-09
SUB-000823,ACC-105119,Enterprise,3,"$2,491.54",USD,0,Annual,ACH,09/03/2025,16/03/2025
SUB-000824,ACC-105749,Starter,3,63.47,USD,0,Monthly,ACH,2025-05-20,
SUB-000825,ACC-104725,Business,2,767.66,EUR,0,Monthly,Credit Card,08-Mar-2022,2024/02/08
SUB-000826,ACC-102149,Starter,1,51.57,USD,0,Monthly,Invoice,2023-12-25,2025-04-07
SUB-000827,ACC-102149,Business,9,"1,386.61",USD,0,Monthly,Credit Card,07/04/2025,2025-08-25
SUB-000828,ACC-104392,Starter,2,$53.39,USD,0,Monthly,Credit Card,31-Jan-2023,27-Apr-2023
SUB-000829,ACC-104392,Enterprise,4,"$ 3,272",USD,0,Annual,Credit Card,04/27/2023,2023-06-11
SUB-000830,ACC-104392,Business,2,$705.27,USD,0,Monthly,Credit Card,2023-06-11,2023-10-31
SUB-000831,ACC-100787,Starter,3,70,USD,0,Monthly,Credit Card,2024-04-21,
SUB-000832,ACC-101867,Starter,6,81.55,USD,0,Monthly,Credit Card,04-Dec-2023,
SUB-000833,ACC-104098,Pro,1,188.41,USD,0,Monthly,Credit Card,2025-01-15,
SUB-000834,ACC-101192,Starter,3,64,USD,0,Annual,Credit Card,2023-07-22,
SUB-000835,ACC-101272,Starter,2,$55.01,USD,0,Monthly,Invoice,2024-06-04,2024-08-04
SUB-000836,ACC-101074,Starter,1,$49.12,USD,0,Monthly,Credit Card,2025-01-19,09/18/2025
SUB-000837,ACC-101074,Pro,5,319.82,USD,0,Annual,Invoice,2025-09-18,
SUB-000838,ACC-102091,Starter,5,77.84,USD,0,Monthly,Credit Card,09/10/2024,
SUB-000839,ACC-105075,Pro,2,214.01,USD,10,Monthly,Credit Card,10/30/2024,2026-02-28
SUB-000840,ACC-104211,Business,3,$821.00,USD,0,Annual,Credit Card,10/03/2025,
SUB-000841,ACC-100015,Starter,2,58.29,USD,0,Monthly,Credit Card,01/11/2024,
SUB-000842,ACC-105918,Business,4,844,USD,0,Monthly,Credit Card,2025-02-08,
SUB-000843,ACC-100706,Enterprise,2,"2,098.35",USD,20,Monthly,Invoice,30-Aug-2025,
SUB-000844,ACC-102778,Business,2,$ 650,USD,0,Monthly,Credit Card,07/30/2022,
SUB-000845,ACC-103926,Starter,1,$47.52,USD,0,Monthly,ACH,02/07/2025,
SUB-000846,ACC-100926,Starter,1,55,USD,0,Monthly,Invoice,2023-06-15,2025-03-15
SUB-000847,ACC-102842,Pro,6,$ 251,USD,20,Annual,Credit Card,26-Jun-2022,
SUB-000848,ACC-101839,Starter,3,65.23,USD,0,Monthly,Credit Card,,12-Feb-2025
SUB-000849,ACC-101732,Starter,1,55.49,USD,0,Monthly,Credit Card,2025-03-21,2025-04-20
SUB-000850,ACC-101732,Business,2,507,USD,25,Annual,Credit Card,04/20/2025,2025-04-21
SUB-000851,ACC-101370,Starter,2,$ 63,USD,0,Annual,Invoice,03/27/2023,2023-12-30
SUB-000852,ACC-101370,Enterprise,4,"3,123.75",USD,0,Monthly,Credit Card,30-Dec-2023,27/12/2024
SUB-000853,ACC-101891,Enterprise,3,"1,905.01",USD,20,Annual,Invoice,22/10/2023,2025-04-01
SUB-000854,ACC-101891,Business,2,$756.65,USD,0,Monthly,Credit Card,2025-04-01,
SUB-000855,ACC-101345,Pro,1,191,USD,0,Monthly,Invoice,11/12/2024,2025/08/11
SUB-000856,ACC-104436,Starter,1,$ 49,USD,0,Monthly,ACH,2022-09-13,2025-04-13
SUB-000857,ACC-103090,Starter,5,83,USD,0,Monthly,Invoice,05/01/2023,2026-01-01
SUB-000858,ACC-100805,Starter,2,58.03,USD,0,Monthly,,20/02/2022,2023/06/20
SUB-000859,ACC-100763,Pro,2,232,USD,0,Monthly,Credit Card,10/20/2024,01/02/2025
SUB-000860,ACC-100763,Business,2,784.26,USD,0,Monthly,Credit Card,2025-02-01,
SUB-000861,ACC-105055,Starter,1,€40.23,EUR,25,Monthly,Credit Card,29/11/2024,2025-06-29
SUB-000862,ACC-100683,Pro,5,$320.79,USD,0,Monthly,Credit Card,2025-04-14,
SUB-000863,ACC-102127,Enterprise,4,"3,027.23",USD,0,Monthly,ACH,2025-05-22,
SUB-000864,ACC-105242,Starter,1,$35.73,USD,25,Monthly,ACH,2024-09-12,
SUB-000865,ACC-104792,Starter,6,77.47,USD,0,Annual,ACH,17-Jan-2023,2023-09-17
SUB-000866,ACC-105707,Starter,2,56.53,EUR,0,Monthly,ACH,2023-02-15,03/26/2024
SUB-000867,ACC-105707,Enterprise,3,2491,EUR,10,Monthly,ACH,26/03/2024,
SUB-000868,ACC-103543,Starter,1,$52.87,USD,0,Annual,ACH,2023-10-20,2024-01-20
SUB-000869,ACC-105894,Pro,2,$217.62,USD,0,Monthly,Credit Card,2023-12-18,12/21/2024
SUB-000870,ACC-105894,Starter,2,62,USD,0,Annual,Credit Card,2024-12-21,
SUB-000871,ACC-102699,Starter,3,69.55,USD,0,Monthly,Credit Card,19-May-2025,
SUB-000872,ACC-104119,Enterprise,7,"$3,737.11",USD,0,Annual,Credit Card,09/08/2024,
SUB-000873,ACC-102080,Starter,2,60,USD,0,Monthly,credit card,08-Nov-2022,09/09/2025
SUB-000874,ACC-102080,Business,8,$ 971,USD,25,Annual,Invoice,09/09/2025,
SUB-000875,ACC-100008,Starter,1,56.34,USD,0,Monthly,Credit Card,2022-10-09,09/11/2023
SUB-000876,ACC-103347,Enterprise,1,"1,845.10",USD,0,Monthly,Invoice,29/06/2024,
SUB-000877,ACC-105089,Starter,2,$57.00,USD,0,Annual,ACH,2025-02-16,2026-03-16
SUB-000878,ACC-105743,Enterprise,2,"2,629.99",USD,0,Annual,Invoice,24-May-2022,2023-11-24
SUB-000879,ACC-101322,Pro,3,285.68,USD,0,Monthly,Invoice,2025-04-07,2026-04-28
SUB-000880,ACC-101322,Starter,1,$ 47,USD,0,Monthly,,2026-04-28,2026-05-28
SUB-000881,ACC-101322,Business,4,$925.55,USD,0,Annual,Credit Card,28/05/2026,
SUB-000882,ACC-102417,Starter,3,€72.03,EUR,0,Monthly,Credit Card,2023/12/05,
SUB-000883,ACC-104635,Starter,1,53.80,USD,0,Monthly,,2023-03-01,2023-10-07
SUB-000884,ACC-104635,Business,6,1026,USD,0,Monthly,Credit Card,2023-10-07,06/01/2024
SUB-000885,ACC-100549,Business,3,$857.41,USD,0,Annual,Credit Card,2023-06-10,10-Apr-2025
SUB-000886,ACC-105344,Starter,3,58.08,USD,10,Monthly,,05/04/2023,2023-05-24
SUB-000887,ACC-105344,Enterprise,4,"$ 3,020",USD,0,Monthly,credit card,2023-05-24,05/05/2024
SUB-000888,ACC-105374,Starter,2,55,EUR,5,Monthly,Credit Card,13-Jul-2025,2026-02-13
SUB-000889,ACC-105374,Business,4,866.68,EUR,0,Monthly,ACH,02/13/2026,
SUB-000890,ACC-104272,Pro,3,$249.32,USD,0,Annual,Credit Card,2024-03-21,2024-07-21
SUB-000891,ACC-100426,Pro,5,$ 312,USD,0,Annual,credit card,07/15/2022,2023-06-21
SUB-000892,ACC-100426,Business,5,1031,USD,0,Monthly,Credit Card,2023-06-21,15-Nov-2023
SUB-000893,ACC-100033,Enterprise,1,"$1,983.59",USD,0,Monthly,Credit Card,30/10/2024,
SUB-000894,ACC-104411,Starter,1,52,USD,0,Monthly,Invoice,2025-04-28,
SUB-000895,ACC-100044,Business,2,559,USD,20,Monthly,Credit Card,2023-04-07,2025-08-07
SUB-000896,ACC-100691,Starter,6,88.83,USD,5,Annual,Credit Card,02/20/2024,
SUB-000897,ACC-104885,Pro,3,€186.56,EUR,20,Monthly,Credit Card,12/10/2023,2024-01-10
SUB-000898,ACC-103437,Starter,3,64.29,USD,0,Monthly,Credit Card,2025-05-09,
SUB-000899,ACC-101420,Enterprise,1,"1,834.33",USD,0,Monthly,Credit Card,2022-05-02,12-Dec-2025
SUB-000900,ACC-101420,Business,1,$581.56,USD,0,Annual,ACH,2025/12/12,
SUB-000901,ACC-104292,Starter,1,45.51,USD,0,Monthly,ACH,07-Oct-2023,24/01/2024
SUB-000902,ACC-104292,Business,3,774.21,USD,0,Monthly,Credit Card,2024-01-24,2024-05-07
SUB-000903,ACC-104532,Pro,1,224.43,USD,0,Annual,Credit Card,31-Jul-2022,24/09/2024
SUB-000904,ACC-104532,Enterprise,1,"2,049.68",USD,0,Monthly,credit card,09/24/2024,
SUB-000905,ACC-101888,Business,1,543.52,USD,15,Monthly,Credit Card,01/02/2023,2024-04-02
SUB-000906,ACC-101407,Pro,1,169,USD,15,Annual,Invoice,2024-05-11,
SUB-000907,ACC-103226,Starter,4,70.29,USD,0,Monthly,ACH,10/23/2024,23/07/2025
SUB-000908,ACC-100063,Starter,1,45,EUR,0,Monthly,ACH,2023/06/08,17/02/2024
SUB-000909,ACC-100063,Pro,3,289,EUR,0,Monthly,ACH,2024-02-17,2025-12-08
SUB-000910,ACC-105657,Pro,2,$ 258,USD,0,Annual,Credit Card,2025-03-03,
SUB-000911,ACC-103378,Starter,2,56.08,EUR,0,Monthly,Credit Card,02/04/2022,11/02/2024
SUB-000912,ACC-103688,Business,3,817.60,USD,0,Annual,Invoice,2023-11-01,
SUB-000913,ACC-105095,Starter,4,$ 54,USD,20,Monthly,Credit Card,,2026-04-14
SUB-000914,ACC-100227,Business,2,742.82,USD,0,Annual,Credit Card,2022-01-29,2024-08-29
SUB-000915,ACC-100996,Business,1,$585.53,USD,0,Monthly,Credit Card,2024-06-18,
SUB-000916,ACC-102142,Starter,1,48,USD,0,Monthly,,2023-11-08,2024-01-22
SUB-000917,ACC-102142,Enterprise,1,"$1,871.96",USD,0,Monthly,Credit Card,2024-01-22,15/05/2024
SUB-000918,ACC-102142,Starter,1,$ 49,USD,0,Monthly,Credit Card,05/15/2024,2025-05-08
SUB-000919,ACC-105899,Starter,4,$ 57,USD,15,Monthly,,02/20/2024,08/21/2025
SUB-000920,ACC-105899,Business,4,$ 789,USD,0,Monthly,Credit Card,2025/08/21,2026-01-20
SUB-000921,ACC-105591,Enterprise,1,1997,USD,5,Annual,Credit Card,05/30/2024,2024/08/09
SUB-000922,ACC-105591,Starter,2,$48.93,USD,20,Monthly,Invoice,2024-08-09,17-Jan-2025
SUB-000923,ACC-105591,Enterprise,3,"$2,474.35",USD,0,Monthly,Credit Card,2025-01-17,30-May-2025
SUB-000924,ACC-101253,Enterprise,2,"$2,561.20",USD,0,Annual,Credit Card,07/07/2025,
SUB-000925,ACC-101620,Starter,2,54,USD,0,Annual,credit card,2024-03-20,
SUB-000926,ACC-103836,Pro,2,253,GBP,0,Monthly,Credit Card,,
SUB-000927,ACC-104861,Starter,1,$46.84,USD,0,Monthly,Invoice,11/25/2022,2023-01-05
SUB-000928,ACC-104861,Business,2,746.75,USD,0,Monthly,Credit Card,2023-01-05,25/03/2023
SUB-000929,ACC-102559,Business,3,876.56,USD,0,Monthly,Credit Card,05/28/2025,2025/11/08
SUB-000930,ACC-102559,Starter,8,104.87,USD,0,Annual,Credit Card,08/11/2025,
SUB-000931,ACC-105572,Business,5,$ 698,USD,25,Annual,Credit Card,2023-01-06,2024-11-06
SUB-000932,ACC-103800,Business,4,$963.29,USD,-10,Annual,Credit Card,2023-10-02,
SUB-000933,ACC-103580,Business,3,$812.60,USD,0,Monthly,Credit Card,2025-01-24,
SUB-000934,ACC-103082,Starter,2,$60.27,USD,0,Monthly,Invoice,2024-05-17,2025-12-15
SUB-000935,ACC-103082,Enterprise,2,"2,251.63",USD,0,Annual,ACH,2025-12-15,2026-04-17
SUB-000936,ACC-104384,Starter,10,113.26,USD,0,Annual,Credit Card,2023-08-21,10/21/2024
SUB-000937,ACC-103231,Business,4,825.56,USD,0,Monthly,Credit Card,2025-05-21,
SUB-000938,ACC-105269,Pro,8,411,EUR,0,Monthly,credit card,2023-04-09,31-Mar-2024
SUB-000939,ACC-105269,Starter,8,105.82,EUR,0,Monthly,Credit Card,03/31/2024,04/09/2025
SUB-000940,ACC-105269,Business,4,849,EUR,0,Annual,Invoice,04/09/2025,
SUB-000941,ACC-102877,Starter,3,62,USD,0,Annual,Credit Card,2023-10-07,2023-12-22
SUB-000942,ACC-102877,Pro,1,$ 157,USD,25,Monthly,Invoice,22/12/2023,2024-01-07
SUB-000943,ACC-103491,Pro,1,$223.40,USD,0,Annual,ACH,2022-12-04,04-Sep-2025
SUB-000944,ACC-103950,Starter,4,70,USD,0,Monthly,Invoice,09/24/2023,13-Feb-2025
SUB-000945,ACC-103950,Enterprise,7,"$3,504.10",USD,0,Annual,Invoice,13/02/2025,2025-04-24
SUB-000946,ACC-103750,Business,1,559.51,USD,0,Monthly,Credit Card,2025-01-16,
SUB-000947,ACC-105825,Pro,2,242.98,USD,0,Monthly,credit card,2022-05-02,2022-11-02
SUB-000948,ACC-102067,Business,1,$566.09,USD,0,Monthly,Credit Card,05/08/2023,2024-05-05
SUB-000949,ACC-104479,Starter,1,$44.65,USD,0,Monthly,ACH,06/24/2024,2025-03-28
SUB-000950,ACC-104479,Pro,5,266.57,USD,20,Monthly,Credit Card,2025-03-28,2025/09/27
SUB-000951,ACC-104479,Business,2,735.27,USD,0,Annual,Credit Card,2025-09-27,
SUB-000952,ACC-100994,Pro,6,$5.00,USD,150,Monthly,credit card,13/07/2024,2025-06-01
SUB-000953,ACC-100994,Enterprise,2,1930,USD,10,Monthly,Credit Card,2025-06-01,
SUB-000954,ACC-100473,Business,1,$ 641,USD,0,Monthly,ACH,2023/03/13,2024-08-02
SUB-000955,ACC-100473,Enterprise,2,2264,USD,0,Monthly,Credit Card,2024-08-02,
SUB-000956,ACC-103856,Pro,4,$314.17,USD,0,Monthly,Credit Card,01/05/2025,04/08/2025
SUB-000957,ACC-103856,Enterprise,1,"$2,148.21",USD,0,Monthly,Invoice,2025-08-04,
SUB-000958,ACC-105602,Enterprise,4,2776,USD,0,Monthly,ACH,2025-07-15,2025-08-15
SUB-000959,ACC-105602,Business,1,556.89,USD,0,Monthly,Credit Card,2025-08-15,
SUB-000960,ACC-100705,Starter,7,87.68,USD,0,Annual,Credit Card,08/13/2023,04-Feb-2025
SUB-000961,ACC-100705,Business,4,707.13,USD,25,Monthly,Credit Card,2025-02-04,13/06/2025
SUB-000962,ACC-100297,Pro,1,$225.91,USD,0,Monthly,Invoice,07/08/2022,
SUB-000963,ACC-100303,Business,1,£587.10,GBP,0,Monthly,Credit Card,11/25/2024,
SUB-000964,ACC-103336,Enterprise,2,"$2,426.34",USD,0,Monthly,ACH,08/19/2023,2023-11-19
SUB-000965,ACC-103929,Business,5,$ 826,USD,10,Monthly,ACH,17-Jun-2022,
SUB-000966,ACC-100800,Enterprise,1,"£1,896.35",GBP,0,Annual,ACH,2024-09-07,
SUB-000967,ACC-103611,Business,6,€961.38,EUR,0,Annual,Credit Card,2023-08-28,2024-06-22
SUB-000968,ACC-103611,Pro,4,206.14,EUR,25,Monthly,credit card,06/22/2024,2025-05-28
SUB-000969,ACC-104896,Pro,10,$ 519,USD,0,Monthly,Credit Card,05/18/2024,2025-01-18
SUB-000970,ACC-100655,Enterprise,6,"$ 3,614",USD,0,Annual,credit card,2025-01-02,
SUB-000971,ACC-101197,Starter,13,157.64,USD,0,Monthly,ACH,2022-02-21,2023-03-20
SUB-000972,ACC-101197,Enterprise,5,"3,673.47",USD,0,Monthly,Invoice,03/20/2023,2025-01-31
SUB-000973,ACC-101197,Pro,9,446.64,USD,0,Annual,Invoice,01/31/2025,21/10/2025
SUB-000974,ACC-103077,Starter,1,55.60,USD,0,Monthly,credit card,14-Jul-2022,2025-10-11
SUB-000975,ACC-103077,Pro,5,338.69,USD,0,Monthly,Credit Card,,2026-02-14
SUB-000976,ACC-102499,Starter,2,61.95,USD,0,Monthly,ACH,2023-06-30,2024-09-30
SUB-000977,ACC-100240,Pro,6,364.58,USD,5,Monthly,Credit Card,30/06/2025,
SUB-000978,ACC-101411,Starter,1,47,USD,15,Monthly,credit card,08/26/2025,2025-12-01
SUB-000979,ACC-101411,Pro,14,$569.57,USD,0,Annual,Invoice,2025-12-01,2026-02-08
SUB-000980,ACC-101411,Business,7,"$ 1,156",USD,0,Monthly,Invoice,02/08/2026,
SUB-000981,ACC-105952,Pro,2,241,USD,0,Monthly,Invoice,2025-08-22,2025/09/25
SUB-000982,ACC-105952,Enterprise,6,"$ 3,402",USD,0,Monthly,Credit Card,25-Sep-2025,13-Nov-2025
SUB-000983,ACC-105952,Starter,3,$68.40,USD,0,Monthly,Credit Card,2025-11-13,2025-11-22
SUB-000984,ACC-101831,Starter,6,86.40,USD,0,Monthly,Credit Card,2022-07-10,
SUB-000985,ACC-102799,Starter,1,53.41,USD,0,Monthly,ACH,12/18/2023,
SUB-000986,ACC-105717,Enterprise,4,"€2,927.88",EUR,0,Monthly,Credit Card,2022-02-11,2023-10-11
SUB-000987,ACC-101611,Starter,8,93.18,USD,0,Annual,ACH,2022-05-19,2022-11-19
SUB-000988,ACC-103838,Enterprise,1,"$2,140.81",USD,0,Annual,Credit Card,02/14/2022,
SUB-000989,ACC-104442,Business,1,$ 604,USD,0,Annual,Credit Card,2023-09-06,07/17/2025
SUB-000990,ACC-104442,Starter,3,62,USD,10,Monthly,credit card,2025-07-17,
SUB-000991,ACC-105087,Pro,1,$ 202,USD,0,Monthly,Credit Card,2024-09-11,2025-10-04
SUB-000992,ACC-105087,Enterprise,1,1472,USD,25,Monthly,ACH,2025-10-04,2025-10-11
SUB-000993,ACC-105772,Business,2,685.87,USD,0,Monthly,ACH,14/01/2025,2026-01-12
SUB-000994,ACC-105772,Starter,2,57.67,USD,0,Annual,Credit Card,2026-01-12,2026-05-16
SUB-000995,ACC-105772,Pro,3,$ 282,USD,0,Monthly,ACH,2026-05-16,
SUB-000996,ACC-102446,Business,1,624,USD,0,Monthly,Credit Card,2022-07-17,2023-08-13
SUB-000997,ACC-102446,Enterprise,5,"$ 3,246",USD,0,Monthly,Credit Card,2023-08-13,17/10/2023
SUB-000998,ACC-101514,Pro,2,242,USD,0,Monthly,Invoice,15/05/2025,15/05/2026
SUB-000999,ACC-105793,Starter,2,$52.04,USD,0,Monthly,Credit Card,16-Apr-2022,2023-07-01
SUB-001000,ACC-105793,Business,2,765.59,USD,0,Monthly,Credit Card,01-Jul-2023,2023-09-16
SUB-001001,ACC-103213,Business,1,573.38,USD,0,Annual,Credit Card,07/20/2025,
SUB-001002,ACC-101559,Pro,3,$ 235,USD,0,Monthly,Invoice,12/04/2022,01/04/2023
SUB-001003,ACC-100783,Starter,2,61.95,USD,0,Monthly,Credit Card,2025-01-29,
SUB-001004,ACC-100333,Starter,11,137.47,USD,0,Annual,credit card,10/12/2022,12/03/2024
SUB-001005,ACC-102570,Pro,4,281,USD,0,Annual,Invoice,06-Aug-2025,04/19/2026
SUB-001006,ACC-102570,Enterprise,1,"$2,059.88",USD,0,Monthly,ACH,19-Apr-2026,2026-06-01
SUB-001007,ACC-102570,Pro,1,$204.06,USD,5,Monthly,Invoice,01-Jun-2026,
SUB-001008,ACC-105502,Pro,3,252,USD,5,Monthly,Credit Card,03/29/2025,
SUB-001009,ACC-103984,Pro,2,225.99,USD,0,Annual,ACH,23-Jun-2022,2025/09/14
SUB-001010,ACC-103984,Enterprise,4,"2,776.13",USD,0,Annual,Credit Card,14/09/2025,2026-01-31
SUB-001011,ACC-103984,Starter,1,47,USD,0,Annual,Credit Card,31-Jan-2026,
SUB-001012,ACC-105777,Business,2,$730.12,USD,0,Monthly,Credit Card,17/02/2022,17/12/2025
SUB-001013,ACC-102915,Pro,6,$ 380,USD,0,Monthly,credit card,2023-09-03,
SUB-001014,ACC-104290,Starter,3,$ 72,USD,0,Annual,Credit Card,16/11/2022,
SUB-001015,ACC-102894,Starter,2,$51.36,USD,0,Monthly,Invoice,2024-01-11,2024-04-15
SUB-001016,ACC-102894,Enterprise,8,"4,282.26",USD,0,Monthly,Credit Card,2024-04-15,
SUB-001017,ACC-102008,Business,5,852.62,USD,10,Monthly,Credit Card,22/05/2023,2026-01-14
SUB-001018,ACC-102008,Starter,1,$51.13,USD,0,Monthly,Credit Card,01/14/2026,2026-05-22
SUB-001019,ACC-104326,Starter,4,$ 62,USD,20,Annual,Credit Card,10/06/2022,2023-11-06
SUB-001020,ACC-104112,Starter,2,$ 57,USD,0,Monthly,Invoice,03/24/2025,
SUB-001021,ACC-102687,Pro,4,299,USD,0,Annual,,2024-12-31,03/16/2026
SUB-001022,ACC-102687,Business,5,"$ 1,091",USD,0,Monthly,ACH,2026/03/16,
SUB-001023,ACC-100247,Enterprise,3,"$2,604.91",USD,0,Monthly,Credit Card,2023-01-16,2023-10-14
SUB-001024,ACC-100247,Starter,1,54,USD,0,Monthly,Invoice,14-Oct-2023,
SUB-001025,ACC-102968,Starter,1,45.83,GBP,0,Monthly,Credit Card,2025-05-19,09/19/2025
SUB-001026,ACC-103024,Pro,1,213,EUR,0,Annual,Credit Card,03/17/2025,
SUB-001027,ACC-104950,Starter,8,105.15,USD,0,Annual,Invoice,,2024-05-02
SUB-001028,ACC-101786,Starter,7,86.51,USD,0,Annual,Invoice,2022-07-07,
SUB-001029,ACC-104746,Pro,3,222.80,USD,20,Monthly,credit card,03/29/2024,2025-06-29
SUB-001030,ACC-105896,Starter,7,76,USD,10,Annual,Credit Card,2025-03-05,
SUB-001031,ACC-101643,Pro,3,$236.94,USD,0,Monthly,Invoice,2025-06-29,11/11/2025
SUB-001032,ACC-101643,Starter,1,55,USD,0,Monthly,ACH,11-Nov-2025,
SUB-001033,ACC-100755,Starter,2,$ 51,USD,0,Annual,Invoice,26/05/2024,2025-04-12
SUB-001034,ACC-100755,Enterprise,1,"2,192.39",USD,0,Monthly,Credit Card,2025-04-12,2026-05-26
SUB-001035,ACC-100755,Business,4,790.21,USD,0,Monthly,ACH,05/26/2026,
SUB-001036,ACC-101039,Starter,1,50.59,USD,0,Annual,Credit Card,2023-07-19,2023-12-19
SUB-001037,ACC-101039,Pro,5,$293.66,USD,0,Monthly,Credit Card,2023-12-19,
SUB-001038,ACC-102328,Pro,4,307,EUR,0,Monthly,Credit Card,,
SUB-001039,ACC-102287,Starter,4,81.66,USD,0,Monthly,Credit Card,2025-07-15,
SUB-001040,ACC-105559,Starter,2,61.67,USD,0,Monthly,Credit Card,2023-06-08,01/16/2024
SUB-001041,ACC-105559,Business,1,549.36,USD,0,Annual,Credit Card,16/01/2024,03/24/2025
SUB-001042,ACC-105559,Pro,1,149.86,USD,25,Annual,Credit Card,03/24/2025,2025-04-08
SUB-001043,ACC-105317,Pro,3,$295.47,USD,0,Monthly,credit card,25/10/2022,2022-11-25
SUB-001044,ACC-105005,Pro,2,206.18,USD,5,Monthly,Invoice,10/22/2022,2023-02-01
SUB-001045,ACC-105005,Business,11,"1,520.89",USD,0,Monthly,Credit Card,2023-02-01,2023-04-21
SUB-001046,ACC-105005,Pro,3,294.39,USD,0,Monthly,Credit Card,2023-04-21,22-Jul-2023
SUB-001047,ACC-102182,Pro,1,$ 221,USD,0,Monthly,ACH,25/04/2022,
SUB-001048,ACC-100598,Business,3,837.21,USD,0,Annual,ACH,10-Mar-2024,
SUB-001049,ACC-104582,Starter,3,52,USD,15,Annual,Invoice,31/10/2023,2025-09-23
SUB-001050,ACC-104582,Pro,10,395.17,USD,20,Annual,Credit Card,2025-09-23,
SUB-001051,ACC-100315,Starter,2,61.64,USD,0,Monthly,Credit Card,2025-08-18,23-Oct-2025
SUB-001052,ACC-100315,Enterprise,2,"$2,024.43",USD,10,Monthly,Invoice,2025-10-23,10/02/2026
SUB-001053,ACC-100315,Starter,3,64.64,USD,0,Annual,ACH,2026-02-10,
SUB-001054,ACC-105040,Starter,3,71.95,USD,0,Monthly,Credit Card,2025-08-12,
SUB-001055,ACC-104394,Starter,1,49,USD,0,Monthly,Invoice,13-Feb-2023,2026-01-13
SUB-001056,ACC-100149,Business,1,$ 604,USD,0,Monthly,Invoice,2022-02-15,2022-12-27
SUB-001057,ACC-100149,Pro,6,248,USD,25,Monthly,Credit Card,2022-12-27,
SUB-001058,ACC-103428,Enterprise,1,"$ 2,147",USD,0,Annual,Credit Card,2024-10-10,
SUB-001059,ACC-105022,Business,1,$ 639,USD,0,Monthly,Credit Card,03/09/2023,01/25/2024
SUB-001060,ACC-105022,Starter,2,59.46,USD,0,Monthly,Invoice,2024-01-25,2024-07-03
SUB-001061,ACC-100290,Pro,2,255,USD,0,Monthly,Credit Card,2023-02-10,2024/10/10
SUB-001062,ACC-100453,Pro,7,$398.78,USD,0,Monthly,Credit Card,07/15/2023,
SUB-001063,ACC-103483,Pro,3,236.59,USD,0,Monthly,Credit Card,2022-10-17,2023-01-04
SUB-001064,ACC-103483,Starter,1,$48.50,USD,0,Monthly,,04-Jan-2023,03/17/2023
SUB-001065,ACC-103483,Enterprise,2,"2,606.20",USD,0,Monthly,Invoice,17-Mar-2023,2025-12-17
SUB-001066,ACC-101315,Pro,2,257,EUR,0,Monthly,ACH,01/12/2025,
SUB-001067,ACC-105090,Enterprise,2,"$1,871.04",USD,20,Monthly,ACH,2022-08-14,2024-01-14
SUB-001068,ACC-103678,Starter,3,57.60,USD,0,Monthly,credit card,07/14/2022,2023-12-14
SUB-001069,ACC-102879,Pro,2,€ 201,EUR,15,Monthly,Credit Card,2023-12-14,2024/09/28
SUB-001070,ACC-102879,Enterprise,1,"2,294.95",EUR,0,Annual,Invoice,2024/09/28,
SUB-001071,ACC-104149,Starter,6,78.65,USD,0,Annual,Credit Card,23/12/2023,2024-10-23
SUB-001072,ACC-101357,Business,13,"1,629.76",EUR,0,Monthly,Invoice,,
SUB-001073,ACC-105238,Starter,3,58.99,USD,0,Monthly,Credit Card,01/31/2023,
SUB-001074,ACC-101032,Enterprise,2,"$ 2,181",USD,0,Monthly,Credit Card,2022-11-01,
SUB-001075,ACC-104677,Starter,2,54,GBP,0,Monthly,Credit Card,2023-01-01,01/12/2023
SUB-001076,ACC-103757,Starter,1,$53.92,USD,0,Monthly,ACH,2022-03-16,
SUB-001077,ACC-102276,Business,2,632,USD,0,Annual,Credit Card,2023-07-11,
SUB-001078,ACC-101268,Starter,1,48,USD,0,Monthly,ACH,2025-04-03,
SUB-001079,ACC-105295,Business,2,$ 721,USD,5,Monthly,Credit Card,2023-12-20,04/20/2026
SUB-001080,ACC-105919,Enterprise,1,"$1,853.90",USD,0,Monthly,Invoice,09/27/2023,
SUB-001081,ACC-105525,Business,1,$581.70,USD,0,Annual,credit card,2023-06-21,
SUB-001082,ACC-105137,Starter,3,57,EUR,5,Monthly,ACH,2023-12-09,
SUB-001083,ACC-100812,Pro,3,296.76,USD,0,Monthly,Credit Card,2022-06-21,
SUB-001084,ACC-101912,Starter,2,$55.80,USD,0,Monthly,Invoice,2025-02-07,
SUB-001085,ACC-102592,Starter,5,82.75,USD,0,Monthly,Credit Card,2025-02-19,2025-05-21
