account_id,company_name,industry,country,company_size_employees,plan_tier,acquisition_channel,sales_rep_id,signup_date,churn_date,is_trial_converted
ACC-101272,"Turner, Tyler and Pierce",Consulting,France,15.0,Starter,Partner,,06/04/2024,2024/08/04,True
ACC-101074,  Arnold-Gates  ,Logistics,Japan,13.0,Starter,Organic Search,,2025-01-19,,True
ACC-102091,Watts LLC,Manufacturing,Brazil,14.0,Starter,Content/SEO,,2024-09-10,,True
ACC-105075,"  Chase, Grant and Montgomery  ",,Netherlands,,Pro,Partner,,2024-10-30,02/28/2026,True
ACC-104211,"Shah, Thomas and Ryan",Logistics,United states ,198.0,Business,Referral,,2025-03-10,,True
ACC-100015,Galloway-Wyatt,Consulting,USA,4.0,Starter,Organic Search,,01/11/2024,,False
ACC-105918,Edwards-Anderson,Media,Australia,999999.0,Business,Partner,,2025-02-08,,True
ACC-100706,"Howard, Green and Hunt",Consulting,United States,598.0,Enterprise,Partner,REP-003,2025-08-30,,True
ACC-102778,Smith LLC,E-commerce,United Kingdom,337.0,Business,,,07/30/2022,,False
ACC-103926,Thomas LLC,Media,Japan,4.0,Starter,Partner,,07/02/2025,,True
ACC-100926,Brady LLC,FinTech,Brazil,8.0,Starter,Sales-Led,REP-019,15/06/2023,2025-03-15,True
ACC-102842,"Glenn, Brown and Michael",Healthcare,U.S.A.,33.0,Pro,Paid Ads,,06/26/2022,,True
ACC-101839,Washington-Martinez,Media,US,6.0,Starter,Partner,,2023-05-12,02/12/2025,True
ACC-101732,"Huang, Ford and Olsen",E-commerce,united states,6.0,Starter,Paid Ads,,03/21/2025,04/21/2025,True
ACC-101370,Carlson-Jones,Education,Netherlands,9.0,Starter,Organic Search,,03/27/2023,2024-12-27,True
ACC-101891,Hernandez-Bowman,Media,Japan,1680.0,Enterprise,Content/SEO,REP-017,2023-10-22,,True
ACC-101345,"Velez, Ward and Harrison",Real Estate,United States,17.0,Pro,Referral,,12/11/2024,2025-08-11,True
ACC-104436,Perez-Tucker LLC,Media,India,2.0,Starter,Referral,,09/13/2022,13/04/2025,True
ACC-103090,Johnson LLC,Media,USA,13.0,Starter,Content/SEO,,2023-05-01,01-Jan-2026,True
ACC-100805,Perry-Nixon,FinTech,Australia,7.0,Starter,Partner,,2022-02-20,2023-06-20,True
ACC-100763,Ward-Nelson,E-commerce,U.S.A.,,Pro,Content/SEO,,10/20/2024,,True
ACC-105055,Gonzales PLC,Consulting,US,4.0,Starter,Content/SEO,,2024-11-29,2025-06-29,True
ACC-100683,"Flores, Harper and Chambers",FinTech,united states,33.0,Pro,Sales-Led,REP-025,2025-04-14,,True
ACC-102127,"Porter, Hubbard and Miranda",Real Estate,Germany,412.0,Enterprise,Content/SEO,REP-006,05/22/2025,,True
ACC-105242,Stephens-Miller,Manufacturing,Germany,6.0,starter,Sales-Led,REP-024,2024-09-12,,True
ACC-104792,Rodriguez-Hernandez,FinTech,United States,8.0,Starter,Partner,,2023-01-17,09/17/2023,True
ACC-105707,"Simon, Henry and Bentley",FinTech,Brazil,12.0,Starter,Referral,,2023-02-15,,True
ACC-103543,MARTIN INC,E-commerce,Brazil,5.0,Starter,Sales-Led,REP-008,2023-10-20,2024-01-20,True
ACC-105894,Harris PLC,Manufacturing,Singapore,26.0,Pro,Referral,,2023-12-18,,True
ACC-102699,  Turner-George  ,Healthcare,Germany,3.0,Starter,Sales-Led,REP-029,2025-05-19,,False
ACC-104119,"Chung, Brown and Jenkins",Education,United Kingdom,364.0,Enterprise,Organic Search,REP-036,2024/09/08,,True
ACC-102080,Mccall-Martin,E-commerce,Sweden,4.0,Starter,,,2022-11-08,,False
ACC-100008,  Garcia-James  ,Healthcare,Canada,17.0,Starter,Organic Search,,09/10/2022,2023-11-09,True
ACC-103347,"Cook, Holmes and Beck",E-commerce,Canada,1352.0,Enterprise,Sales-Led,REP-039,2024-06-29,,True
ACC-105089,"ANDERSON, BOWEN AND KIRK",,United Kingdom,24.0,Starter,Content/SEO,,02/16/2025,16-Mar-2026,True
ACC-105743,"  King, Adams and Conway  ",Healthcare,United States,737.0,Enterprise,Sales-Led,REP-010,2022-05-24,2023-11-24,False
ACC-101322,Jackson-Edwards,Logistics,France,25.0,Pro,Sales-Led,REP-009,2025-04-07,,True
ACC-102417,Mitchell-Glover,Education,Germany,8.0,Starter,Paid Ads,,2023-12-05,,True
ACC-104635,Goodwin Inc,SaaS,United States,3.0,Starter,Sales-Led,REP-022,01/03/2023,06/01/2024,True
ACC-100549,Miller Ltd,Consulting,United states ,225.0,Business,Paid Ads,,2023-06-10,04/10/2025,True
ACC-105344,Rodriguez-Carey,Consulting,United States,8.0,Starter,Referral,,05/04/2023,2024-05-05,True
ACC-105374,Anderson Inc,Education,Germany,3.0,Starter,Content/SEO,,13/07/2025,,False
ACC-104272,Watson Group,Healthcare,United States,138.0,Pro,Content/SEO,,2024/03/21,2024-07-21,True
ACC-100426,Johnson-Wood,Education,Canada,19.0,Pro,Content/SEO,,2022-07-15,2023-11-15,True
ACC-100033,Frazier Inc,Logistics,Germany,428.0,Enterprise,Referral,REP-007,30-Oct-2024,,False
ACC-104411,Simmons LLC,Education,France,9.0,Starter,,,2025-04-28,,False
ACC-100044,"  Arroyo, Miller and Tucker  ",Healthcare,United States,161.0,Business,Sales-Led,REP-028,2023-04-07,2025-08-07,True
ACC-100691,Atkinson LLC,Manufacturing,India,4.0,Starter,Content/SEO,,2024-02-20,,False
ACC-104885,Sanford-Wilson,real estate,United States,74.0,Pro,Sales-Led,REP-018,10-Dec-2023,2024-01-10,True
ACC-103437,Johnson Ltd,Media,United States,7.0,Starter,Referral,,2025/05/09,,True
ACC-101420,Carrillo-Todd,real estate,United States,592.0,Enterprise,Content/SEO,REP-003,2022-05-02,,True
ACC-104292,Harrison Inc,Education,United Kingdom,4.0,Starter,Paid Ads,,07-Oct-2023,2024-05-07,True
ACC-104532,"Farley, Mcguire and Beard",Healthcare,Spain,25.0,Pro,Paid Ads,,2022-07-31,,True
ACC-101888,Baldwin-Garcia,Healthcare,United States,225.0,Business,Paid Ads,,01/02/2023,2024-04-02,True
ACC-101407,"Hale, Gilbert and Craig",Logistics,India,57.0,Pro,Organic Search,,05/11/2024,,True
ACC-103226,Phillips PLC,Manufacturing,India,5.0,Starter,Partner,,2024-10-23,2025-07-23,True
ACC-100063,"West, Henderson and Ramirez",Media,Australia,42.0,Starter,Paid Ads,,06/08/2023,2025-12-08,True
ACC-105657,"Mata, Wright and Williams",E-commerce,United Kingdom,75.0,Pro,Paid Ads,,2025-03-03,,True
ACC-103378,"Gonzalez, Torres and Evans",SaaS,united kingdom,6.0,Starter,Sales-Led,REP-013,04/02/2022,2024-11-02,True
ACC-103688,Lang Ltd,Education,Singapore,148.0,Business,Partner,,11/01/2023,,True
ACC-105095,Lopez and Sons,Logistics,United Kingdom,12.0,Starter,Paid Ads,,04/14/2024,2026/04/14,True
ACC-100227,"Duran, Obrien and Gibbs",Real Estate,Netherlands,197.0,Business,Partner,,29/01/2022,2024-08-29,True
ACC-100996,Durham-Shaw,Healthcare,United States,256.0,Business,Partner,,2024-06-18,,True
ACC-102142,Beard-Wilson,,Sweden,2.0,Starter,Referral,,2023/11/08,05/08/2025,False
ACC-105899,"Austin, Davis and Walker",Consulting,US,16.0,Starter,Sales-Led,REP-013,02/20/2024,2026-01-20,False
ACC-105591,Lane-Duarte!,Consulting,United States,354.0,Enterprise,Content/SEO,REP-036,2024-05-30,2025-05-30,True
ACC-101253,Vaughn LLC,Media,Sweden,1574.0,Enterprise,Paid Ads,,2025-07-07,,True
ACC-101620,Cole-Johnson,SaaS,Japan,4.0,Starter,Partner,,2024-03-20,,True
ACC-103836,"RODGERS, WRIGHT AND MILLER",Logistics,France,71.0,Pro,Sales-Led,REP-005,2022-03-25,,True
ACC-104861,Wells Group,Healthcare,united states,3.0,Starter,Partner,,11/25/2022,03/25/2023,True
ACC-102559,Peterson Ltd,healthcare,Netherlands,338.0,Business,Content/SEO,,2025-05-28,,False
ACC-105572,Merritt Inc,Logistics,Australia,111.0,Business,Referral,,01/06/2023,11/06/2024,True
ACC-103800,"Bennett, Ford and Sanchez",E-commerce,united states,288.0,Business,,,10/02/2023,,True
ACC-103580,"Hendricks, Zuniga and Miller",SaaS,India,418.0,Business,Organic Search,,2025-01-24,,True
ACC-103082,Allison-Delacruz,SaaS,India,7.0,Starter,Partner,,2024/05/17,2026-04-17,False
ACC-104384,Tran-Burns,Real Estate,India,6.0,Starter,Content/SEO,,2023-08-21,2024-10-21,True
ACC-103231,Rodriguez LLC,SaaS,United Kingdom,237.0,Business,Content/SEO,,05/21/2025,,True
ACC-103481,Kim PLC,Consulting,Canada,5.0,Starter,Organic Search,,2024-02-17,2025-02-17,True
ACC-105269,Moyer-Johnson,media,Netherlands,83.0,Pro,Referral,,2023/04/09,,True
ACC-102877,"Jackson, Rowland and Barrett",E-commerce,India,3.0,Starter,Referral,,2023-10-07,07-Jan-2024,True
ACC-103491,"Harris, Thornton and Li",Consulting,Japan,33.0,Pro,Referral,,2022-12-04,2025/09/04,True
ACC-103950,  Quinn Inc  ,FinTech,United States,14.0,starter,Content/SEO,,2023-09-24,2025-04-24,False
ACC-103750,"Bell, Peterson and Carroll",E-commerce,India,106.0,Business,Sales-Led,REP-009,2025-01-16,,True
ACC-105825,Allen-Taylor,FinTech,Canada,62.0,Pro,Content/SEO,,2022-05-02,02-Nov-2022,True
ACC-102067,"Alvarez, Benson and Wilson",SaaS,United Kingdom,,Business,Organic Search,,2023/08/05,05-May-2024,False
ACC-104479,"  Nguyen, Thompson and Austin  ",Education,United States,10.0,Starter,Referral,,2024-06-24,,True
ACC-100994,Mayo Ltd,Logistics,Canada,22.0,Pro,Partner,,13/07/2024,,True
ACC-100473,Lowery-Kennedy,Media,Brazil,28.0,Business,Organic Search,,2023-03-13,,False
ACC-103856,DAVIS-WALKER,,Brazil,19.0,Pro,Content/SEO,,05/01/2025,,False
ACC-105602,"Bennett, Payne and Le",Real Estate,United States,368.0,Enterprise,Organic Search,REP-019,07/15/2025,,True
ACC-100705,"Morris, Campbell and Owens",SaaS,France,3.0,Starter,Content/SEO,,13-Aug-2023,2025-06-13,True
ACC-100297,Schmidt PLC,E-commerce,Canada,15.0,Pro,Sales-Led,REP-010,2022-08-07,,True
ACC-100303,Jones LLC,E-commerce,United Kingdom,,Business,Partner,,2024-11-25,,True
ACC-103336,Patterson-Smith,Education,United Kingdom,2118.0,Enterprise,Paid Ads,,2023-08-19,2023-11-19,True
ACC-103929,"Smith, Diaz and Romero",Logistics,United Kingdom,220.0,Business,Sales-Led,REP-019,06/17/2022,,True
ACC-100800,Garcia and Sons,SaaS,United States,411.0,Enterprise,Paid Ads,REP-028,2024/09/07,,False
ACC-103611,Willis and Sons,FinTech,Spain,234.0,Business,Content/SEO,,08/28/2023,2025-05-28,True
ACC-104896,Garcia-Hunt,Healthcare,France,12.0,Pro,Content/SEO,,2024-05-18,2025-01-18,True
ACC-100655,Wilson-Harris,Logistics,France,2853.0,Enterprise,Content/SEO,,2025/01/02,,True
ACC-101197,Clay Group,Real Estate,United States,7.0,Starter,,,2022-02-21,2025-10-21,True
ACC-103077,Rose-Frank,SaaS,France,3.0,Starter,Sales-Led,REP-040,2022-07-14,2026-02-14,True
ACC-102499,"Johnson, Collier and Powers",Healthcare,France,,Starter,Paid Ads,,2023-06-30,09/30/2024,True
ACC-100240,Jones and Sons,FinTech,Canada,30.0,Pro,Referral,,2025-06-30,,True
ACC-101411,"Gonzalez, Smith and Padilla",FinTech,United States,8.0,Starter,Partner,,2025-08-26,,True
ACC-105952,"Pierce, Cross and Gilmore",Education,Brazil,26.0,Pro,Sales-Led,REP-027,08/22/2025,11/22/2025,False
ACC-101831,"Osborne, Harrison and Hunt",Consulting,India,13.0,Starter,Referral,,10/07/2022,,True
ACC-102799,Navarro LLC,SaaS,Australia,18.0,Starter,Partner,,2023-12-18,,False
ACC-105717,Murphy-Reid,Logistics,United States,478.0,Enterprise,Content/SEO,,2022-02-11,11/10/2023,True
ACC-101611,Bailey-Flores,E-commerce,Germany,1.0,Starter,Content/SEO,,2022-05-19,2022-11-19,True
ACC-103838,"SNYDER, OROZCO AND REED",SaaS,Netherlands,999999.0,Enterprise,Sales-Led,REP-004,2022-02-14,,True
ACC-104442,FRYE LTD,E-commerce,Australia,141.0,Business,Sales-Led,REP-031,09/06/2023,,True
ACC-105087,"Caldwell, Cross and Russell",SaaS,Brazil,33.0,Pro,Referral,,09/11/2024,2025-10-11,True
ACC-105772,"  Williams, Reynolds and Prince  ",Consulting,Singapore,224.0,Business,Paid Ads,,2025-01-14,,True
ACC-102446,"Nguyen, Marsh and Beck",FinTech,Brazil,238.0,Business,,,2022-07-17,2023-10-17,True
ACC-101514,Martinez-Gonzales,Logistics,India,15.0,Pro,Partner,,15/05/2025,2026-05-15,False
ACC-105793,Reynolds Ltd,Consulting,United Kingdom,,starter,Partner,,2022-04-16,2023-09-16,True
ACC-103213,Solis PLC,FinTech,India,217.0,Business,Paid Ads,,20/07/2025,,True
ACC-101559,"Burns, Hanson and Garza LLC",Logistics,France,30.0,Pro,Paid Ads,,2022-12-04,2023-01-04,True
ACC-100783,Bennett-Velasquez,Real Estate,United States,,Starter,Paid Ads,,2025-01-29,,False
ACC-100333,Davis PLC,Logistics,India,6.0,Starter,Sales-Led,REP-026,2022-10-12,2024/03/12,False
ACC-102570,"Wilson, Roberts and Lee",SaaS,Great Britain,21.0,Pro,Sales-Led,REP-032,06/08/2025,,True
ACC-105502,"May, Walker and Page",Logistics,Canada,52.0,Pro,Content/SEO,,2025-03-29,,True
ACC-103984,Schmitt LLC,Media,,,Pro,Sales-Led,REP-007,2022-06-23,,True
ACC-105777,Smith-Griffin,SaaS,United Kingdom,142.0,Business,Paid Ads,,2022-02-17,17-Dec-2025,True
ACC-102915,"Franklin, Mann and White",SaaS,U.K.,47.0,Pro,Referral,,09/03/2023,,True
ACC-104290,Clements PLC,Real Estate,Brazil,3.0,starter,Partner,,11/16/2022,,True
ACC-102894,Stewart Group,Manufacturing,united kingdom,3.0,Starter,Content/SEO,,2024-01-11,,True
ACC-102008,Crawford and Sons,Education,United States,120.0,Business,Paid Ads,,2023-05-22,22-May-2026,True
ACC-104326,Murray-Chavez,Manufacturing,Canada,8.0,Starter,Paid Ads,,2022-10-06,2023-11-06,True
ACC-104112,"Hernandez, Dunlap and Lynch",Consulting,Canada,5.0,Starter,,,03/24/2025,,True
ACC-102687,Fisher Inc,E-commerce,Germany,91.0,Pro,Organic Search,,2024-12-31,,True
ACC-100247,"Matthews, Smith and Hubbard",Manufacturing,United Kingdom,1254.0,Enterprise,Paid Ads,REP-031,2023-01-16,,True
ACC-102968,Tucker-Hodges,,Australia,11.0,Starter,Referral,,2025-05-19,09/19/2025,False
ACC-103024,"Sandoval, Parrish and Crosby",FinTech,Canada,36.0,Pro,Partner,,2025-03-17,,True
ACC-104950,"Williams, Bolton and Mcgee",education,Canada,,Starter,Sales-Led,REP-036,2023-10-02,02-May-2024,True
ACC-101786,Stephens-Young,Education,France,8.0,Starter,Sales-Led,REP-032,07/07/2022,,False
ACC-104746,Bennett-Brooks,FinTech,United Kingdom,30.0,Pro,Paid Ads,,,2025-06-29,True
ACC-105896,Pace and Sons,SaaS,Canada,6.0,Starter,Content/SEO,,2025-03-05,,True
ACC-101643,Berry Group,FinTech,United States,35.0,pro,Organic Search,,2025/06/29,,True
ACC-100755,Bowers-Hayes,Logistics,Brazil,1.0,starter,Partner,,26/05/2024,,True
ACC-101039,Barron and Sons,Logistics,Brazil,,Starter,,,2023-07-19,,True
ACC-102328,Edwards-Ramsey,E-commerce,United States,36.0,Pro,Sales-Led,REP-017,09/17/2022,,True
ACC-102287,"Macdonald, Willis and Silva",E-commerce,India,3.0,Starter,Sales-Led,REP-034,2025-07-15,,True
ACC-105559,"Rasmussen, Santiago and Larson",Real Estate,United States,3.0,Starter,Partner,,2023-06-08,04/08/2025,True
ACC-105317,"Long, Watkins and Gonzalez",Real Estate,Sweden,46.0,Pro,Referral,,25/10/2022,25/11/2022,True
ACC-105005,Weaver-Sandoval,E-commerce,U.S.A.,30.0,Pro,Paid Ads,,22-Oct-2022,07/22/2023,True
ACC-102182,"Hayden, Harmon and Mcdonald",Real Estate,Sweden,34.0,pro,Content/SEO,,2022-04-25,,True
ACC-100598,Hoffman Ltd,Real Estate,Germany,43.0,Business,Referral,,2024-03-10,,True
ACC-104582,Harvey-Gillespie,Education,United States,5.0,Starter,Partner,,2023-10-31,,True
ACC-100315,"Lucas, Parker and Alexander",E-commerce,Canada,13.0,Starter,Organic Search,,08/18/2025,,True
ACC-105040,"White, Liu and Lindsey",SaaS,Netherlands,5.0,Starter,Referral,,2025-08-12,,False
ACC-104394,"Marks, Hartman and Rodriguez",Media,Great Britain,13.0,Starter,Paid Ads,,13-Feb-2023,2026-01-13,True
ACC-100149,"Schmidt, Hansen and Stewart",Education,India,179.0,Business,Content/SEO,,02/15/2022,,False
ACC-103428,"Fox, Anderson and Nguyen",Media,United States,200.0,enterprise,Organic Search,REP-037,2024/10/10,,True
ACC-105022,Brooks PLC,FinTech,Sweden,255.0,Business,Organic Search,,,2024-07-03,True
ACC-100290,Brennan-Johnson,Logistics,United States,,Pro,Organic Search,,2023-02-10,10-Oct-2024,True
ACC-100453,White Ltd,Logistics,United States,22.0,Pro,Sales-Led,REP-003,15/07/2023,,True
ACC-103483,Allen Inc,E-commerce,United Kingdom,42.0,Pro,Sales-Led,REP-030,17/10/2022,2025-12-17,False
ACC-101315,"Murray, Dunn and Roberts",,Canada,102.0,Pro,Organic Search,,12/01/2025,,True
ACC-105090,Lewis-Collins,Media,United Kingdom,1128.0,Enterprise,,REP-017,08/14/2022,2024-01-14,False
ACC-103678,"Haney, Miller and Garcia",Healthcare,United States,9.0,Starter,Content/SEO,,2022-07-14,2023-12-14,True
ACC-102879,Hopkins-Wallace,Education,Singapore,22.0,Pro,Organic Search,,2023-12-14,,False
ACC-104149,Johnston Inc,,United Kingdom,6.0,Starter,Paid Ads,,2023-12-23,2024-10-23,True
ACC-101357,"Love, Wilson and Hall",Manufacturing,Netherlands,127.0,Business,,,2024-09-25,,True
ACC-105238,Chavez Inc,Media,Canada,8.0,Starter,Partner,,2023-01-31,,False
ACC-101032,  Williams Group  ,Logistics,United Kingdom,1135.0,Enterprise,Organic Search,REP-006,01-Nov-2022,,True
ACC-104677,Bowers Ltd,Manufacturing,United States,999999.0,Starter,Referral,,2023-01-01,2023-12-01,True
ACC-103757,Hood-May,FinTech,India,5.0,Starter,Partner,,2022-03-16,,True
ACC-102276,Stewart Group,,United States,839.0,Business,Paid Ads,,11/07/2023,,True
ACC-101268,"Baker, Martin and Singleton",Education,United States,9.0,Starter,Paid Ads,,2025-04-03,,False
ACC-105295,"  Gardner, Ellis and Patrick  ",Consulting,Singapore,63.0,Business,Content/SEO,,12/20/2023,04/20/2026,True
ACC-105919,White-Rodriguez,Logistics,France,564.0,Enterprise,Organic Search,,2023-09-27,,True
ACC-105525,Vasquez-Gonzalez,FinTech,United Kingdom,189.0,Business,Organic Search,,2023-06-21,,True
ACC-105137,Cooper-Johnson,SaaS,United States,3.0,Starter,Partner,,2023-12-09,,True
ACC-100812,"Marsh, Spears and Yang",FinTech,Great Britain,19.0,Pro,Paid Ads,,2022-06-21,,True
ACC-101912,  Sullivan and Sons  ,Manufacturing,United States,6.0,Starter,Partner,,02/07/2025,,True
ACC-102592,Romero Ltd,SaaS,Spain,31.0,Starter,Content/SEO,,2025-02-19,,True
ACC-102018,Watson-Roberts,Healthcare,UK,35.0,Starter,Sales-Led,REP-008,2023/03/31,,True
ACC-101321,"Hernandez, Knight and Aguirre",FinTech,Netherlands,7.0,Starter,,,2022-01-13,01/13/2023,True
ACC-105154,Moore-Bryant,Healthcare,United States,3.0,Starter,Paid Ads,,2024-12-15,2025-01-15,True
ACC-105139,Jackson Ltd,Media,Canada,131.0,Business,Paid Ads,,18-May-2024,2024-12-18,True
ACC-104588,Avery-Cohen,Education,USA,1057.0,Enterprise,Content/SEO,,2025-01-24,,True
ACC-101671,Bryant-Rich,FinTech,United States,,Business,Content/SEO,,18/05/2023,,False
ACC-100349,"Smith, Garrison and Thomas",SaaS,India,21.0,Pro,,,24/04/2022,,True
ACC-101212,West-Wilson,Real Estate,Netherlands,60.0,business,Sales-Led,REP-007,2024/10/26,,False
ACC-102288,FOX PLC,Manufacturing,United Kingdom,22.0,Pro,Content/SEO,,2023-06-21,,True
ACC-105382,Henderson Ltd,Manufacturing,India,2.0,Starter,Organic Search,,16/05/2022,2024-03-16,True
ACC-100381,Bruce-Villegas,Real Estate,France,2.0,Starter,Organic Search,,24-Mar-2022,2022-04-24,True
ACC-103139,Davis-White,Real Estate,Sweden,61.0,pro,Sales-Led,REP-009,2023-04-20,2024-01-20,True
ACC-103837,Martinez and Sons,Media,United States,,Enterprise,Sales-Led,REP-014,2023-07-20,,False
ACC-105679,  Fletcher-Garcia  ,Manufacturing,Canada,4.0,Starter,,,2025-02-08,,True
ACC-100422,"Downs, Morris and Maddox",Education,,87.0,Pro,Organic Search,,2023-03-10,04/10/2023,True
ACC-101073,Miller PLC,Manufacturing,Germany,18.0,Starter,Partner,,05/14/2022,2023-08-14,True
ACC-100907,"Wheeler, Rice and Levine",,Spain,622.0,Enterprise,Paid Ads,REP-001,26-Apr-2024,,False
ACC-101983,Sawyer Group,education,Germany,3002.0,Enterprise,Referral,REP-035,2025-05-22,,True
ACC-103685,Forbes-Cortez,Logistics,United States,16.0,Starter,Organic Search,,2024-02-16,,True
ACC-101966,"Whitehead, Lane and Tran LLC",,Canada,,Starter,Paid Ads,,2025-04-30,,False
ACC-103307,Peterson PLC,Manufacturing,Canada,10.0,Starter,Referral,,2025-02-05,05-Mar-2026,True
ACC-100124,  Scott Ltd  ,Education,united states,437.0,Business,,,2022-05-30,,False
ACC-100102,"Mckee, Gardner and Davenport",Logistics,United Kingdom,3.0,Starter,Organic Search,,2024-05-04,2025-05-04,True
ACC-101498,Cooper Group,Consulting,U.K.,1.0,Starter,Referral,,2025-08-28,,True
ACC-102157,Wright Ltd,Media,India,3.0,Starter,Sales-Led,REP-013,20/04/2024,,True
ACC-101694,Dean LLC,,India,1233.0,Enterprise,Sales-Led,REP-036,2022/08/02,2025-07-02,True
ACC-105929,Norton PLC,FinTech,France,4.0,Starter,Sales-Led,REP-024,12/14/2022,,False
ACC-100486,"Hartman, Romero and Smith",Manufacturing,Canada,6.0,Starter,Sales-Led,REP-026,2022-08-13,2023-04-13,True
ACC-102351,Freeman Group,Media,Germany,5.0,Starter,Paid Ads,,2025-02-04,2025-05-04,True
ACC-102312,Davis-Henderson,SaaS,Australia,9.0,Starter,Referral,,29/03/2022,2024-03-29,True
ACC-101654,Hernandez-Lopez,Logistics,Canada,17.0,Starter,Organic Search,,2023/04/16,2023-12-16,True
ACC-100135,"Lawson, Morris and Ramos",Healthcare,Singapore,15.0,Pro,Content/SEO,,2023-04-06,06/03/2024,False
ACC-104351,Turner-Lang,Logistics,Japan,51.0,Business,Partner,,29/05/2023,,True
ACC-104159,"Cooper, Beltran and Wright.",Manufacturing,Netherlands,81.0,Pro,Partner,,08/24/2025,,True
ACC-105576,"Reilly, Shannon and Torres",Consulting,U.K.,24.0,Pro,Organic Search,,06/13/2024,,False
ACC-102663,"Barrera, Kerr and Jenkins",Consulting,Canada,112.0,Pro,Partner,,2022-08-17,2026-02-17,True
ACC-104387,"Huang, Johnson and Anderson",Manufacturing,United states ,599.0,Enterprise,Referral,,27-May-2024,,True
ACC-103620,"Best, Humphrey and Pittman",Real Estate,France,1031.0,Enterprise,Content/SEO,REP-011,2025-02-05,,True
ACC-100811,"Wilson, Sweeney and Wong",Logistics,Spain,,enterprise,Paid Ads,REP-014,02/22/2022,,True
ACC-104525,"Carroll, Moore and Brown",Logistics,Germany,141.0,Business,Referral,,08/02/2022,,True
ACC-104963,Goodman PLC,E-commerce,Singapore,9.0,Starter,Paid Ads,,2022-09-22,,True
ACC-101149,SMITH-FERGUSON,Media,United States,4.0,Starter,Referral,,2023-08-12,12/12/2025,True
ACC-101170,"Obrien, Taylor and Rivas",Healthcare,United States,24.0,Pro,Referral,,2025-04-26,,True
ACC-105805,"Powell, Taylor and Adams",,united states,23.0,Pro,Content/SEO,,2022-07-21,2024-12-21,True
ACC-103575,VARGAS-JENSEN,E-commerce,United States,4.0,Starter,Content/SEO,,2022-02-05,2025/03/05,True
ACC-104348,Parker Inc,SaaS,United States,60.0,Pro,Referral,,2022/08/13,13/02/2024,True
ACC-104251,Carter Ltd,Media,Spain,16.0,Starter,Partner,,,2025-08-11,True
ACC-102622,"Todd, Sharp and Murray",fintech,U.S.A.,6.0,Starter,Organic Search,,2025-01-18,,True
ACC-103773,"Welch, Alvarez and Mcdonald",Logistics,India,30.0,Pro,Paid Ads,,04/21/2022,21/05/2024,False
ACC-100354,"Fisher, Wilson and Brown",Real Estate,United States,8.0,Pro,Partner,,29-May-2024,,True
ACC-102099,"Harris, Santana and Lopez",Manufacturing,Spain,8.0,Starter,Partner,,11/17/2022,17-Apr-2025,True
ACC-104851,Dawson-Mcbride,Healthcare,Sweden,56.0,Pro,Referral,,07/30/2022,,True
ACC-103560,"Hall, Hartman and Hall",,Spain,28.0,Pro,Content/SEO,,13-Sep-2023,,True
ACC-102232,"Johnson, Williams and May",Consulting,Brazil,8.0,Pro,Paid Ads,,09/02/2022,,True
ACC-100144,HERNANDEZ LTD,Logistics,Spain,52.0,Pro,Sales-Led,REP-036,06/07/2024,,True
ACC-100380,"Richardson, Farmer and Andrews",Logistics,Netherlands,147.0,Pro,Content/SEO,,2024-04-20,,False
ACC-102164,Hudson-Morris,FinTech,Germany,,Starter,Referral,,27-Apr-2023,,True
ACC-103159,Ramirez Inc,Consulting,United States,80.0,Pro,Referral,,07/08/2022,,True
ACC-103442,"Gonzalez, King and Kim",SaaS,Germany,4.0,Starter,Sales-Led,REP-013,2023-06-26,2025-02-26,True
ACC-100121,Johnson-Carlson,Real Estate,United Kingdom,8.0,Starter,Referral,,2024-02-20,10/20/2024,False
ACC-104589,James Group,Education,USA,6.0,Starter,Content/SEO,,2025-03-06,2025-11-06,True
ACC-100611,Reed Group,E-commerce,Brazil,68.0,Pro,Referral,,25-Apr-2023,2023-12-25,True
ACC-101599,Maddox-Mullins,Education,Sweden,179.0,Business,Content/SEO,,29-Jul-2023,,True
ACC-103733,"CHEN, HENRY AND WELLS",SaaS,united kingdom,3.0,Starter,Paid Ads,,2023-10-13,2023-12-13,True
ACC-100418,Morrison Ltd,saas,India,49.0,Pro,Organic Search,,2024-01-06,,True
ACC-101564,"Paul, Zamora and Short",,United States,10.0,Starter,Sales-Led,REP-006,2022-04-02,,True
ACC-102317,"Miller, Mcdonald and Miller",Logistics,united states,63.0,Pro,Content/SEO,,2023-01-02,2023-09-02,True
ACC-103571,"Jackson, Jones and Robertson",FinTech,United States,5.0,Starter,Paid Ads,,2025-01-26,,True
ACC-102834,"MICHAEL, WALKER AND FITZGERALD",Media,Brazil,13.0,Starter,Organic Search,,2024-10-16,,False
ACC-103475,Smith Inc,SaaS,Germany,8.0,Starter,Partner,,30/06/2022,2023-09-30,True
ACC-104236,Aguirre LLC,Consulting,United Kingdom,18.0,Starter,Organic Search,,26/07/2023,,True
ACC-104815,Williams PLC,Manufacturing,France,27.0,Pro,Content/SEO,,2024-05-18,2024-08-18,True
ACC-101103,"Arnold, Cooper and Monroe",Manufacturing,India,6.0,Starter,Organic Search,,07/11/2022,10/07/2023,True
ACC-102549,Hardy-Wallace,Healthcare,united kingdom,6.0,Starter,Content/SEO,,07/22/2025,,False
